"","Gene ID","Gene Name","A2058","A375","C32","Malme3M","SKMEL28","SKMEL5","WM2664"
"402","ENSG00000021776","AQR",31,38,20,24,18,18,22
"403","ENSG00000021826","CPS1",29,12,26,12,25,9,27
"404","ENSG00000022267","FHL1",12,13,4,0.5,4,15,0.9
"405","ENSG00000022277","RTFDC1",78,149,81,132,274,95,102
"406","ENSG00000022355","GABRA1",0,0.1,0,0,0,0,0
"407","ENSG00000022556","NLRP2",0.1,1,0.1,0,6,0.2,0.1
"408","ENSG00000022567","SLC45A4",8,6,4,6,6,7,5
"409","ENSG00000022840","RNF10",98,89,90,105,68,76,99
"410","ENSG00000022976","ZNF839",10,4,2,8,3,7,5
"411","ENSG00000023041","ZDHHC6",64,39,20,37,56,32,47
"412","ENSG00000023171","GRAMD1B",155,177,0.1,0.1,0,215,0.1
"413","ENSG00000023191","RNH1",52,49,61,37,68,58,95
"414","ENSG00000023228","NDUFS1",78,54,72,68,82,46,76
"415","ENSG00000023287","RB1CC1",76,88,74,47,61,108,41
"416","ENSG00000023318","ERP44",87,77,57,47,83,86,108
"417","ENSG00000023330","ALAS1",107,145,96,170,159,115,83
"418","ENSG00000023445","BIRC3",4,6,0.5,5,0.4,0.5,2
"419","ENSG00000023516","AKAP11",51,83,43,38,50,44,52
"420","ENSG00000023572","GLRX2",76,115,136,70,64,28,84
"421","ENSG00000023608","SNAPC1",75,40,23,29,41,13,49
"422","ENSG00000023697","DERA",59,59,45,92,74,135,60
"423","ENSG00000023734","STRAP",427,759,437,338,414,330,233
"424","ENSG00000023839","ABCC2",3,19,129,12,38,123,24
"425","ENSG00000023892","DEF6",4,0.3,4,29,0.2,0.5,0
"426","ENSG00000023902","PLEKHO1",19,9,13,11,13,6,9
"427","ENSG00000023909","GCLM",59,36,27,18,63,31,9
"428","ENSG00000024048","UBR2",26,31,20,38,23,24,30
"429","ENSG00000024422","EHD2",14,44,14,88,9,5,45
"430","ENSG00000024526","DEPDC1",70,48,42,14,69,10,60
"431","ENSG00000024862","CCDC28A",34,62,25,32,41,38,36
"432","ENSG00000025039","RRAGD",32,18,75,75,117,82,83
"433","ENSG00000025156","HSF2",41,38,34,19,37,20,30
"434","ENSG00000025293","PHF20",26,27,27,30,64,33,25
"435","ENSG00000025423","HSD17B6",2,1,1,1,2,0.6,0.1
"436","ENSG00000025434","NR1H3",6,7,0.8,4,1,3,19
"437","ENSG00000025708","TYMP",2,0.6,2,11,4,2,2
"438","ENSG00000025770","NCAPH2",92,31,87,46,117,25,66
"439","ENSG00000025772","TOMM34",132,312,79,97,99,58,95
"440","ENSG00000025796","SEC63",76,59,57,54,71,60,74
"441","ENSG00000025800","KPNA6",60,67,69,45,70,41,64
"442","ENSG00000026025","VIM",1661,1645,2448,1303,2028,603,2553
"443","ENSG00000026036","RTEL1-TNFRSF6B",1,0.9,1,4,2,1,2
"444","ENSG00000026103","FAS",14,18,23,24,3,6,31
"445","ENSG00000026297","RNASET2",4,2,5,5,2,6,5
"446","ENSG00000026508","CD44",252,355,434,139,171,205,505
"447","ENSG00000026559","KCNG1",4,16,2,3,2,6,6
"448","ENSG00000026652","AGPAT4",5,1,5,0.5,0.8,2,4
"449","ENSG00000026751","SLAMF7",1,2,1,15,150,8,0.6
"450","ENSG00000026950","BTN3A1",14,12,11,32,22,30,16
"451","ENSG00000027001","MIPEP",58,41,25,39,31,51,43
"452","ENSG00000027075","PRKCH",4,8,5,7,11,20,2
"453","ENSG00000027644","INSRR",0,0.1,0,0,0,0,0
"454","ENSG00000027697","IFNGR1",40,36,75,55,83,44,38
"455","ENSG00000027847","B4GALT7",12,14,5,10,23,15,15
"456","ENSG00000027869","SH2D2A",2,2,0,4,0,0.3,0.9
"457","ENSG00000028116","VRK2",21,28,27,25,31,27,32
"458","ENSG00000028137","TNFRSF1B",2,8,0.7,26,0.5,9,0.4
"459","ENSG00000028203","VEZT",21,28,24,22,20,18,22
"460","ENSG00000028277","POU2F2",0.2,0.3,0.1,2,0.2,0.1,0.2
"461","ENSG00000028310","BRD9",25,17,12,13,13,16,11
"462","ENSG00000028528","SNX1",82,101,85,58,31,69,108
"463","ENSG00000028839","TBPL1",17,24,11,8,15,10,14
"464","ENSG00000029153","ARNTL2",10,10,0.7,15,5,1,6
"465","ENSG00000029363","BCLAF1",83,89,103,46,99,39,76
"466","ENSG00000029364","SLC39A9",80,67,85,93,34,49,72
"467","ENSG00000029534","ANK1",0,0.7,0.1,0.1,0,0.4,0.4
"468","ENSG00000029559","IBSP",0,0,0,0,0,0,0.8
"469","ENSG00000029639","TFB1M",46,66,51,12,40,13,26
"470","ENSG00000029725","RABEP1",106,78,92,83,72,64,81
"471","ENSG00000029993","HMGB3",38,58,36,36,44,31,56
"472","ENSG00000030066","NUP160",84,103,44,24,25,35,55
"473","ENSG00000030110","BAK1",93,54,46,96,43,33,58
"474","ENSG00000030419","IKZF2",0.1,10,0.2,0,0.1,0.6,0.3
"475","ENSG00000030582","GRN",151,200,139,530,281,429,283
"476","ENSG00000031003","FAM13B",49,28,59,12,53,40,41
"477","ENSG00000031081","ARHGAP31",26,50,29,70,77,39,63
"478","ENSG00000031691","CENPQ",52,60,22,47,62,13,52
"479","ENSG00000031698","SARS",102,122,114,84,162,165,181
"480","ENSG00000031823","RANBP3",38,32,28,24,39,13,28
"481","ENSG00000032219","ARID4A",13,15,23,16,10,18,16
"482","ENSG00000032389","EIPR1",26,24,6,14,21,19,21
"483","ENSG00000032444","PNPLA6",23,42,28,34,39,18,39
"484","ENSG00000032742","IFT88",24,16,11,13,12,17,18
"485","ENSG00000033011","ALG1",17,18,13,25,29,16,18
"486","ENSG00000033030","ZCCHC8",9,13,11,12,9,10,7
"487","ENSG00000033050","ABCF2",131,122,216,120,49,106,106
"488","ENSG00000033100","CHPF2",94,64,153,146,35,73,85
"489","ENSG00000033122","LRRC7",0.2,0.1,0.5,0.1,0.1,0.1,0.2
"490","ENSG00000033170","FUT8",33,74,25,49,18,11,22
"491","ENSG00000033178","UBA6",34,37,45,23,35,15,26
"492","ENSG00000033327","GAB2",38,16,20,28,56,75,112
"493","ENSG00000033627","ATP6V0A1",20,20,42,64,43,39,38
"494","ENSG00000033800","PIAS1",15,21,13,20,13,11,14
"495","ENSG00000033867","SLC4A7",37,103,84,55,58,23,58
"496","ENSG00000034053","APBA2",13,20,13,5,8,11,0.2
"497","ENSG00000034152","MAP2K3",49,85,77,105,67,64,69
"498","ENSG00000034239","EFCAB1",0,0,0,0.4,0,0,0.1
"499","ENSG00000034510","TMSB10",2464,3605,3937,3354,3177,2157,3243
"500","ENSG00000034533","ASTE1",8,11,4,12,12,9,10
"501","ENSG00000034677","RNF19A",76,25,127,112,56,104,50
"502","ENSG00000034693","PEX3",28,39,31,26,57,21,42
"503","ENSG00000034713","GABARAPL2",92,144,135,82,57,70,83
"504","ENSG00000034971","MYOC",0,0.1,0.1,3,0,0,0.2
"505","ENSG00000035115","SH3YL1",5,2,1,11,4,8,6
"506","ENSG00000035141","FAM136A",110,99,51,48,73,69,100
"507","ENSG00000035403","VCL",95,50,88,31,49,31,70
"508","ENSG00000035499","DEPDC1B",36,41,35,6,44,12,39
"509","ENSG00000035664","DAPK2",0.8,0.6,0.7,1,0.5,0.7,0.6
"510","ENSG00000035681","NSMAF",61,40,52,28,38,41,33
"511","ENSG00000035687","ADSS",141,182,133,114,147,80,176
"512","ENSG00000035720","STAP1",0,0,0,0.1,0,0,0
"513","ENSG00000035862","TIMP2",499,83,449,863,478,758,701
"514","ENSG00000035928","RFC1",94,86,73,65,66,53,49
"515","ENSG00000036054","TBC1D23",30,47,64,70,48,32,47
"516","ENSG00000036257","CUL3",38,35,52,40,45,28,31
"517","ENSG00000036448","MYOM2",0.1,0.3,2,1,1,0.2,0.3
"518","ENSG00000036473","OTC",0,0,0,0,0.1,0,0
"519","ENSG00000036530","CYP46A1",0.6,0.7,0.7,0.7,0.6,0.8,0.7
"520","ENSG00000036549","ZZZ3",50,41,35,29,59,42,17
"521","ENSG00000036565","SLC18A1",77,1,3,0,0.6,6,2
"522","ENSG00000036672","USP2",1,1,1,2,1,2,3
"523","ENSG00000037042","TUBG2",30,19,18,23,16,15,38
"524","ENSG00000037241","RPL26L1",61,92,70,25,74,36,54
"525","ENSG00000037280","FLT4",0.1,0.1,0.2,0.1,0.2,0.2,0.1
"526","ENSG00000037474","NSUN2",187,146,103,73,91,138,61
"527","ENSG00000037637","FBXO42",15,13,14,9,21,7,13
"528","ENSG00000037749","MFAP3",37,62,28,44,40,19,29
"529","ENSG00000037757","MRI1",20,50,9,9,11,7,17
"530","ENSG00000037897","METTL1",25,32,11,20,18,20,21
"531","ENSG00000037965","HOXC8",15,23,9,12,4,9,9
"532","ENSG00000038002","AGA",81,69,45,111,90,139,82
"533","ENSG00000038210","PI4K2B",22,31,23,20,29,9,28
"534","ENSG00000038219","BOD1L1",39,70,22,31,26,34,21
"535","ENSG00000038274","MAT2B",63,109,44,27,89,41,43
"536","ENSG00000038295","TLL1",0,0.1,0,0.1,0,0,0
"537","ENSG00000038358","EDC4",49,40,31,29,24,19,24
"538","ENSG00000038382","TRIO",31,23,12,29,41,71,14
"539","ENSG00000038427","VCAN",35,7,15,24,13,99,180
"540","ENSG00000038532","CLEC16A",16,13,11,9,15,8,10
"541","ENSG00000038945","MSR1",0.1,3,0.1,0.1,0.1,0.1,0
"542","ENSG00000039068","CDH1",0.2,0.1,0.3,304,8,10,0.9
"543","ENSG00000039123","SKIV2L2",82,120,65,26,92,60,60
"544","ENSG00000039139","DNAH5",0.1,0.9,0,0,0,0.1,0
"545","ENSG00000039319","ZFYVE16",44,28,62,87,175,246,50
"546","ENSG00000039523","RIPOR1",40,38,25,35,26,17,28
"547","ENSG00000039560","RAI14",102,73,59,46,85,43,67
"548","ENSG00000039600","SOX30",0.3,0.1,0.2,0,0,0,0
"549","ENSG00000039650","PNKP",26,22,16,27,32,17,31
"550","ENSG00000039987","BEST2",0.2,0.2,0.2,0.1,0.2,0.2,0.1
"551","ENSG00000040199","PHLPP2",5,9,7,5,6,4,6
"552","ENSG00000040275","SPDL1",52,58,27,11,76,11,39
"553","ENSG00000040341","STAU2",36,18,21,15,13,19,14
"554","ENSG00000040487","PQLC2",30,23,17,27,46,19,30
"555","ENSG00000040531","CTNS",35,21,16,62,28,42,28
"556","ENSG00000040608","RTN4R",0.8,1,4,32,13,6,2
"557","ENSG00000040633","PHF23",122,119,69,116,95,121,81
"558","ENSG00000040731","CDH10",0,0.5,0,0,0,0.7,0.1
"559","ENSG00000040933","INPP4A",9,11,16,16,16,8,13
"560","ENSG00000041353","RAB27B",5,5,19,0.3,12,0,0
"561","ENSG00000041357","PSMA4",100,123,81,72,87,52,100
"562","ENSG00000041515","MYO16",0.3,0.6,0.3,0.1,1,0.2,0.4
"563","ENSG00000041802","LSG1",63,53,68,70,100,52,52
"564","ENSG00000041880","PARP3",18,29,15,33,15,14,44
"565","ENSG00000041982","TNC",633,805,635,211,1737,221,807
"566","ENSG00000041988","THAP3",9,8,7,6,13,6,4
"567","ENSG00000042062","RIPOR3",0,0.2,0.3,0.6,0.1,0.1,0.1
"568","ENSG00000042088","TDP1",15,10,9,12,10,5,15
"569","ENSG00000042286","AIFM2",27,12,25,18,18,12,45
"570","ENSG00000042304","C2orf83",0,0.1,0,0.2,0,0.2,0
"571","ENSG00000042317","SPATA7",1,2,0.9,4,2,3,3
"572","ENSG00000042429","MED17",15,29,8,7,9,9,12
"573","ENSG00000042445","RETSAT",92,65,58,417,134,176,111
"574","ENSG00000042493","CAPG",2,115,10,3216,3025,5,19
"575","ENSG00000042753","AP2S1",304,338,189,225,317,86,332
"576","ENSG00000042781","USH2A",0.1,0.1,0,0.2,0.4,0.9,0.1
"577","ENSG00000042813","ZPBP",0,0,0,0,0,0.1,0
"578","ENSG00000042832","TG",0,0,0,0.4,0,0.1,0
"579","ENSG00000042980","ADAM28",0.1,0.1,0.1,0,0,0.1,0.1
"580","ENSG00000043039","BARX2",0,1,0.3,0.2,0.1,0.3,0.2
"581","ENSG00000043093","DCUN1D1",34,30,34,24,45,24,31
"582","ENSG00000043143","JADE2",35,35,26,36,45,25,18
"583","ENSG00000043355","ZIC2",2,4,6,0.1,5,10,1
"584","ENSG00000043462","LCP2",0.1,2,0,25,14,0.1,12
"585","ENSG00000043514","TRIT1",29,59,36,20,30,36,32
"586","ENSG00000043591","ADRB1",0.7,0.9,0.1,0.1,0.2,5,0
"587","ENSG00000044090","CUL7",23,35,32,74,32,35,48
"588","ENSG00000044115","CTNNA1",381,428,205,179,308,176,289
"589","ENSG00000044446","PHKA2",6,10,9,14,9,11,12
"590","ENSG00000044459","CNTLN",8,11,4,8,7,4,8
"591","ENSG00000044524","EPHA3",87,197,29,7,7,61,47
"592","ENSG00000044574","HSPA5",1068,1321,1026,691,1234,1177,1566
"593","ENSG00000046604","DSG2",24,67,91,0.6,120,97,32
"594","ENSG00000046647","GEMIN8",11,19,2,15,6,19,9
"595","ENSG00000046651","OFD1",10,25,12,18,22,23,13
"596","ENSG00000046653","GPM6B",32,3,171,147,174,177,154
"597","ENSG00000046774","MAGEC2",8,413,0,93,0,182,25
"598","ENSG00000046889","PREX2",0,0.1,0.1,0,0,0,0
"599","ENSG00000047056","WDR37",24,18,14,19,20,13,17
"600","ENSG00000047188","YTHDC2",19,25,25,9,31,18,14
"601","ENSG00000047230","CTPS2",22,27,4,26,13,10,26
"602","ENSG00000047249","ATP6V1H",75,51,61,99,97,111,50
"603","ENSG00000047315","POLR2B",156,253,157,125,128,94,99
"604","ENSG00000047346","FAM214A",9,21,13,7,7,11,13
"605","ENSG00000047365","ARAP2",6,7,4,9,3,6,1
"606","ENSG00000047410","TPR",137,167,232,85,82,65,82
"607","ENSG00000047457","CP",0.1,0.1,0,0.2,0.4,0.3,0.1
"608","ENSG00000047578","KIAA0556",8,10,8,7,10,10,10
"609","ENSG00000047579","DTNBP1",43,13,21,28,49,26,19
"610","ENSG00000047597","XK",0.9,1,0.1,0,0.3,0.2,0
"611","ENSG00000047617","ANO2",0,0.1,0,0,0.1,0.5,0
"612","ENSG00000047621","C12orf4",26,38,21,20,26,13,18
"613","ENSG00000047634","SCML1",5,15,17,18,1,5,16
"614","ENSG00000047644","WWC3",45,16,25,66,19,15,27
"615","ENSG00000047648","ARHGAP6",0.1,4,19,0.7,0.1,0.9,3
"616","ENSG00000047662","FAM184B",3,0.6,0.2,1,0,0.1,6
"617","ENSG00000047849","MAP4",85,69,100,90,86,89,129
"618","ENSG00000047932","GOPC",49,46,42,48,49,45,59
"619","ENSG00000047936","ROS1",0,0,0,5,0,0,0
"620","ENSG00000048028","USP28",38,35,14,14,16,21,27
"621","ENSG00000048052","HDAC9",3,3,6,2,10,4,5
"622","ENSG00000048140","TSPAN17",22,16,35,17,31,23,23
"623","ENSG00000048162","NOP16",51,66,41,9,38,23,27
"624","ENSG00000048342","CC2D2A",10,20,10,12,4,18,17
"625","ENSG00000048392","RRM2B",36,68,181,112,31,76,48
"626","ENSG00000048405","ZNF800",31,44,51,42,26,24,32
"627","ENSG00000048462","TNFRSF17",0,0.1,0.2,0.3,0,0.1,0
"628","ENSG00000048471","SNX29",5,14,5,5,8,9,6
"629","ENSG00000048540","LMO3",0.1,0,0,0,0,0,0
"630","ENSG00000048544","MRPS10",98,83,47,86,122,89,92
"631","ENSG00000048649","RSF1",18,34,21,10,11,16,22
"632","ENSG00000048707","VPS13D",16,19,12,12,18,14,21
"633","ENSG00000048740","CELF2",30,1,49,75,89,20,49
"634","ENSG00000048828","FAM120A",147,176,120,95,122,96,93
"635","ENSG00000048991","R3HDM1",38,33,29,32,43,15,35
"636","ENSG00000049089","COL9A2",4,27,1,18,1,1,19
"637","ENSG00000049130","KITLG",21,4,24,7,18,5,60
"638","ENSG00000049167","ERCC8",13,10,9,4,8,7,10
"639","ENSG00000049192","ADAMTS6",2,5,0.1,0.2,0.3,1,2
"640","ENSG00000049239","H6PD",15,35,9,40,30,39,47
"641","ENSG00000049245","VAMP3",143,162,194,147,396,127,172
"642","ENSG00000049246","PER3",9,2,10,6,33,10,12
"643","ENSG00000049247","UTS2",0.3,0.2,0,0,0.2,0.1,0
"644","ENSG00000049249","TNFRSF9",0.8,1,0.9,0.5,0.3,0.6,0.8
"645","ENSG00000049283","EPN3",0.1,0.2,0.1,1,0.2,0.3,0.2
"646","ENSG00000049323","LTBP1",21,6,7,0.2,3,13,0.5
"647","ENSG00000049449","RCN1",100,113,97,97,102,144,93
"648","ENSG00000049540","ELN",0.2,0.1,0.2,2,0,0.1,2
"649","ENSG00000049541","RFC2",183,94,160,126,55,27,136
"650","ENSG00000049618","ARID1B",24,19,17,18,27,22,34
"651","ENSG00000049656","CLPTM1L",200,104,67,73,77,127,71
"652","ENSG00000049759","NEDD4L",44,23,53,37,61,79,19
"653","ENSG00000049768","FOXP3",0.3,0.4,1,0.4,0.8,0.8,0.3
"654","ENSG00000049769","PPP1R3F",9,3,2,10,2,12,4
"655","ENSG00000049860","HEXB",227,153,217,126,307,340,377
"656","ENSG00000049883","PTCD2",7,13,7,4,6,8,7
"657","ENSG00000050130","JKAMP",48,40,69,65,52,37,50
"658","ENSG00000050165","DKK3",10,6,0.7,28,0.7,6,120
"659","ENSG00000050327","ARHGEF5",3,0.2,0.3,0,5,0,14
"660","ENSG00000050344","NFE2L3",49,87,15,74,10,14,20
"661","ENSG00000050393","MCUR1",49,30,43,40,38,35,33
"662","ENSG00000050405","LIMA1",119,120,194,73,209,36,84
"663","ENSG00000050426","LETMD1",26,45,13,18,20,40,21
"664","ENSG00000050438","SLC4A8",0.6,3,2,0.5,0.6,0.3,0.2
"665","ENSG00000050555","LAMC3",0.4,0.2,0.2,1,0.3,10,0.1
"666","ENSG00000050628","PTGER3",0,0,0,0,0,0.1,0
"667","ENSG00000050730","TNIP3",0.2,0.3,0,0,0.1,0.1,0.1
"668","ENSG00000050748","MAPK9",26,26,24,13,25,11,17
"669","ENSG00000050820","BCAR1",26,13,42,20,34,8,15
"670","ENSG00000051009","FAM160A2",15,11,16,10,25,15,15
"671","ENSG00000051108","HERPUD1",47,44,38,47,54,80,44
"672","ENSG00000051128","HOMER3",31,32,24,28,15,15,31
"673","ENSG00000051180","RAD51",31,32,35,24,31,5,34
"674","ENSG00000051341","POLQ",19,13,18,10,33,4,12
"675","ENSG00000051382","PIK3CB",59,54,35,60,102,58,42
"676","ENSG00000051523","CYBA",68,38,0.6,40,46,17,42
"677","ENSG00000051596","THOC3",6,5,4,3,9,3,3
"678","ENSG00000051620","HEBP2",4,3,6,5,10,8,5
"679","ENSG00000051825","MPHOSPH9",24,20,22,16,23,12,21
"680","ENSG00000052126","PLEKHA5",58,19,17,63,22,64,8
"681","ENSG00000052344","PRSS8",0.1,0,0.1,0,0,0.2,0.3
"682","ENSG00000052723","SIKE1",35,51,22,25,38,21,62
"683","ENSG00000052749","RRP12",42,91,30,14,21,23,16
"684","ENSG00000052795","FNIP2",18,8,17,27,38,15,20
"685","ENSG00000052802","MSMO1",102,27,293,85,69,59,69
"686","ENSG00000052841","TTC17",29,52,24,19,30,30,24
"687","ENSG00000052850","ALX4",0.1,4,0,0,0.1,0.1,0
"688","ENSG00000053108","FSTL4",0,0.1,0.4,0.4,0.1,2,0.1
"689","ENSG00000053254","FOXN3",18,14,6,15,6,12,11
"690","ENSG00000053371","AKR7A2",110,117,27,147,213,63,157
"691","ENSG00000053372","MRTO4",111,129,68,53,151,49,86
"692","ENSG00000053438","NNAT",0.5,0.5,2,0.2,2,1,0.3
"693","ENSG00000053501","USE1",26,74,10,27,34,7,41
"694","ENSG00000053524","MCF2L2",0.5,0.3,0.2,0.5,0.3,0.3,0.7
"695","ENSG00000053702","NRIP2",2,1,0.7,2,1,2,0.6
"696","ENSG00000053747","LAMA3",3,2,3,4,2,0.4,0.5
"697","ENSG00000053770","AP5M1",19,10,21,23,14,13,23
"698","ENSG00000053900","ANAPC4",16,22,15,15,11,15,16
"699","ENSG00000053918","KCNQ1",0,0,0,0,0,0.4,0
"700","ENSG00000054116","TRAPPC3",60,58,49,37,71,49,72
"701","ENSG00000054118","THRAP3",203,201,158,122,229,141,158
"702","ENSG00000054148","PHPT1",60,50,92,57,70,97,90
"703","ENSG00000054179","ENTPD2",0,0,0.3,3,0.1,0,0
"704","ENSG00000054219","LY75",0,0,0,3,0.2,0,0
"705","ENSG00000054267","ARID4B",24,41,20,25,15,18,26
"706","ENSG00000054277","OPN3",23,4,3,25,2,5,47
"707","ENSG00000054282","SDCCAG8",25,33,19,22,18,11,28
"708","ENSG00000054356","PTPRN",0.3,1,0.1,0.1,0,1,0.1
"709","ENSG00000054392","HHAT",9,6,5,15,15,15,9
"710","ENSG00000054523","KIF1B",27,30,20,29,47,25,27
"711","ENSG00000054598","FOXC1",31,33,27,11,8,19,21
"712","ENSG00000054611","TBC1D22A",17,15,16,23,34,28,21
"713","ENSG00000054654","SYNE2",12,5,11,18,16,13,17
"714","ENSG00000054690","PLEKHH1",18,7,7,58,16,156,40
"715","ENSG00000054793","ATP9A",34,64,51,47,22,49,28
"716","ENSG00000054803","CBLN4",0,0,0,0.1,0.4,0,0
"717","ENSG00000054938","CHRDL2",0.1,0,0.1,0,0.1,0.7,0
"718","ENSG00000054965","FAM168A",64,67,79,32,27,77,92
"719","ENSG00000054967","RELT",8,9,12,3,5,4,6
"720","ENSG00000054983","GALC",13,16,0.2,49,3,21,30
"721","ENSG00000055044","NOP58",148,178,153,67,251,83,119
"722","ENSG00000055070","SZRD1",144,125,145,68,177,83,132
"723","ENSG00000055118","KCNH2",0.2,0,0,2,0,0.1,0
"724","ENSG00000055130","CUL1",163,138,357,200,171,125,129
"725","ENSG00000055147","FAM114A2",12,23,22,16,23,12,19
"726","ENSG00000055163","CYFIP2",2,19,3,23,5,5,6
"727","ENSG00000055208","TAB2",84,70,60,64,67,39,69
"728","ENSG00000055211","GINM1",62,57,55,49,55,34,96
"729","ENSG00000055332","EIF2AK2",42,45,34,34,52,31,33
"730","ENSG00000055483","USP36",43,28,30,40,27,82,26
"731","ENSG00000055609","KMT2C",20,33,27,39,12,15,23
"732","ENSG00000055732","MCOLN3",15,3,72,6,63,3,50
"733","ENSG00000055813","CCDC85A",0,0,0,0,0.1,0,0
"734","ENSG00000055917","PUM2",94,115,160,107,131,108,89
"735","ENSG00000055950","MRPL43",44,52,24,49,28,22,39
"736","ENSG00000055955","ITIH4",0.1,0.2,0.1,0.1,0,0,0
"737","ENSG00000055957","ITIH1",0.1,0,0.1,0.1,0.1,0,0
"738","ENSG00000056050","HPF1",56,49,51,53,43,45,54
"739","ENSG00000056097","ZFR",127,147,75,104,126,99,96
"740","ENSG00000056277","ZNF280C",7,9,7,5,9,7,5
"741","ENSG00000056291","NPFFR2",0,1,0,0.1,0,0,0
"742","ENSG00000056487","PHF21B",0.1,2,3,0.2,1,6,2
"743","ENSG00000056558","TRAF1",4,171,3,38,11,0.5,2
"744","ENSG00000056586","RC3H2",36,50,41,32,39,34,36
"745","ENSG00000056736","IL17RB",6,5,3,24,3,5,4
"746","ENSG00000056972","TRAF3IP2",25,17,39,25,77,29,60
"747","ENSG00000056998","GYG2",50,0,5,222,103,241,100
"748","ENSG00000057019","DCBLD2",157,334,119,97,259,59,141
"749","ENSG00000057149","SERPINB3",0,0.1,0,0,0,0,0
"750","ENSG00000057252","SOAT1",97,61,54,76,180,44,114
"751","ENSG00000057294","PKP2",0.2,0.4,0.2,0.2,0.2,0.2,0.2
"752","ENSG00000057468","MSH4",0.2,0,0.1,0.3,0.4,0,0
"753","ENSG00000057593","F7",0.1,0.1,0.1,0,0,0,0.2
"754","ENSG00000057608","GDI2",346,282,168,217,297,155,312
"755","ENSG00000057657","PRDM1",2,0.6,1,2,0.1,0.3,1
"756","ENSG00000057663","ATG5",57,34,61,38,46,29,47
"757","ENSG00000057704","TMCC3",0.2,10,1,8,4,7,0.1
"758","ENSG00000057757","PITHD1",105,58,64,64,150,39,64
"759","ENSG00000057935","MTA3",16,17,9,16,12,18,23
"760","ENSG00000058056","USP13",29,17,28,38,29,21,36
"761","ENSG00000058063","ATP11B",53,55,43,57,67,37,57
"762","ENSG00000058085","LAMC2",0.5,1,0.9,0.3,0.4,0.2,0.3
"763","ENSG00000058091","CDK14",63,56,54,1,9,1,31
"764","ENSG00000058262","SEC61A1",381,390,445,358,618,291,426
"765","ENSG00000058272","PPP1R12A",32,42,38,27,16,22,28
"766","ENSG00000058335","RASGRF1",2,0.1,0,4,3,0.1,11
"767","ENSG00000058404","CAMK2B",0.1,0.1,0,0.8,0,0,0.9
"768","ENSG00000058453","CROCC",10,5,5,7,14,5,12
"769","ENSG00000058600","POLR3E",22,26,15,4,14,13,12
"770","ENSG00000058668","ATP2B4",111,197,217,175,102,58,90
"771","ENSG00000058673","ZC3H11A",110,96,149,93,101,64,65
"772","ENSG00000058729","RIOK2",26,31,21,12,30,26,15
"773","ENSG00000058799","YIPF1",49,46,48,26,62,44,39
"774","ENSG00000058804","NDC1",114,106,55,37,83,31,95
"775","ENSG00000058866","DGKG",6,4,2,6,8,2,8
"776","ENSG00000059122","FLYWCH1",15,12,17,71,19,20,15
"777","ENSG00000059145","UNKL",10,8,8,3,6,7,5
"778","ENSG00000059377","TBXAS1",9,7,1,3,0.3,1,3
"779","ENSG00000059378","PARP12",13,18,23,18,7,9,15
"780","ENSG00000059573","ALDH18A1",160,216,151,103,119,70,141
"781","ENSG00000059588","TARBP1",56,33,16,46,17,29,36
"782","ENSG00000059691","GATB",8,7,6,11,8,8,9
"783","ENSG00000059728","MXD1",5,10,5,7,9,4,6
"784","ENSG00000059758","CDK17",24,27,20,46,29,30,23
"785","ENSG00000059769","DNAJC25",19,22,32,16,34,26,16
"786","ENSG00000059804","SLC2A3",27,28,72,81,29,41,9
"787","ENSG00000059915","PSD",1,0.6,2,3,0.3,0.8,0.7
"788","ENSG00000060069","CTDP1",15,11,15,12,17,13,13
"789","ENSG00000060138","YBX3",69,103,52,0.3,51,81,33
"790","ENSG00000060140","STYK1",2,0.6,0,0,2,0.1,0.2
"791","ENSG00000060237","WNK1",78,83,73,154,69,59,54
"792","ENSG00000060303","RPS17P5",3,0.7,0,1,2,5,3
"793","ENSG00000060339","CCAR1",95,87,65,46,72,51,67
"794","ENSG00000060491","OGFR",40,53,37,37,45,36,40
"795","ENSG00000060558","GNA15",0,0.2,0.2,0,0.1,0,0.8
"796","ENSG00000060566","CREB3L3",0,0.1,0,0,0,0,0
"797","ENSG00000060642","PIGV",14,28,14,17,23,17,28
"798","ENSG00000060656","PTPRU",13,18,0.7,10,17,7,2
"799","ENSG00000060688","SNRNP40",59,61,37,31,63,27,61
"800","ENSG00000060718","COL11A1",0.1,0.6,0.9,216,87,0.1,0.1
"801","ENSG00000060749","QSER1",60,71,51,29,29,35,47
"802","ENSG00000060762","MPC1",54,56,46,43,65,35,83
"803","ENSG00000060971","ACAA1",22,15,20,18,16,17,24
"804","ENSG00000060982","BCAT1",0.2,36,0.3,0.3,0.2,0.1,3
"805","ENSG00000061273","HDAC7",14,11,30,8,3,6,10
"806","ENSG00000061337","LZTS1",84,19,106,207,202,129,99
"807","ENSG00000061455","PRDM6",0,0.4,0.1,0.2,0.1,0,0
"808","ENSG00000061656","SPAG4",1,4,3,1,1,2,8
"809","ENSG00000061676","NCKAP1",57,44,49,69,81,41,62
"810","ENSG00000061794","MRPS35",136,208,117,123,171,116,73
"811","ENSG00000061918","GUCY1B3",0,0,0.4,5,0,0.8,0.1
"812","ENSG00000061936","SFSWAP",21,25,19,22,23,17,19
"813","ENSG00000061938","TNK2",12,7,11,15,13,10,10
"814","ENSG00000061987","MON2",16,22,18,25,11,18,17
